skillId;skillName;skillDescription
2235;Ebon Vanguard Assassin Support;Spell. Summon a level 14...20 Ebon Vanguard Assassin that has Iron Palm, Fox Fangs, and Nine Tail Strike. This summoned Assassin Shadow Steps to target foe. If that foe is a Charr, the Assassin lives for 24...30 seconds. If target foe is not a Charr, the Assassin lives for 12...15 seconds.
2236;Well of Ruin;Well Spell. Exploit nearest corpse to create a Well of Ruin at its location. For 5...25...30 seconds, whenever a foe in the well takes physical damage, that foe has Cracked Armor for 5...17...20 seconds.
2237;Atrophy;Hex Spell. For 3...6...7 seconds, target foe's primary attribute is reduced to 0.
2238;Spear of Redemption;Spear Attack. If this attack hits, you deal +5...17...20 damage. If it fails to hit, you lose one condition.
2353;"Finish Him!";Shout. If target foe has less than 50% Health, that foe takes 44...80 damage and suffers from Cracked Armor and a Deep Wound for 12...20 seconds.
2354;"Dodge This!";Shout. For 16...20 seconds, your next attack cannot be blocked and does +14...20 damage.
2355;"I Am the Strongest!";Shout. Your next 5...8 attacks do an additional +14...20 damage.
2356;"I Am Unstoppable!";Shout. For 16...20 seconds, you have +24 armor and cannot be knocked down or Crippled.
2357;A Touch of Guile;Hex Spell. Target touched foe takes 44...80 damage. If target foe was knocked down, that foe cannot attack for 5...8 seconds.
2358;"You Move Like a Dwarf!";Shout. Target foe is knocked down and takes 44...80 damage. That foe is also Crippled for 8...15 seconds.
2359;"You Are All Weaklings!";Shout. Target foe and foes adjacent to target are Weakened for 8...12 seconds.
2360;Feel No Pain;Skill. For 30 seconds you have +2...3 Health regeneration. If you are drunk when activating this skill, you also have +200...300 maximum Health.
2361;Club of a Thousand Bears;Melee Attack. If this attack hits, it deals +6...9 damage for each adjacent foe (maximum 60 damage). If target foe is non-human it is knocked down.
2374;Ursan Blessing;Elite Form. You lose all effects and take on the aspect of the bear. For 60 seconds, you have 100 armor and 750...790...800 Health. All your attributes are set to 0 and bear attacks replace your skills.
2379;Volfen Blessing;Elite Form. You lose all effects and take on the aspect of the wolf. For 60 seconds, you have 80 armor, 660...700 Health, and 2...4 Health regeneration. All your attributes are set to 0 and wolf attacks replace your skills.
2384;Raven Blessing;Elite Form. You lose all effects and take on the aspect of the raven. For 60 seconds, you have 80 armor, 660...700 Health, and a 20...30% chance to block, All your attributes are set to 0 and raven attacks replace your skills.
2411;Mindbender;Enchantment Spell. For 10...16 seconds, you move 20...33% faster and your Spells take 20% less time to cast.
2412;Smooth Criminal;Spell. For 10...20 seconds, one random spell is disabled for target foe and Smooth Criminal is replaced by that spell. You gain 5...10 Energy.
2413;Technobabble;Spell. Target foe and all adjacent foes are struck for 30...40 damage. If target foe is not a boss, that foe and all adjacent foes are Dazed for 3...5 seconds.
2414;Radiation Field;Ward Spell. For 5 seconds, foes in the area have -4...6 Health degeneration. When the portal ends, foes in the area are Diseased for 12...20 seconds.
2415;Asuran Scan;Hex Spell. For 9...12 seconds your attacks cannot miss target foe. Killing a foe hexed with Asuran Scan removes 5% Death Penalty.
2416;Air of Superiority;Skill. For 20...30 seconds you gain a random Asura benefit every time you earn experience from killing an enemy.
2417;Mental Block;Enchantment Spell. For 5...11 seconds you have a 50% chance to block attacks. This Enchantment is reapplied every time an enemy strikes you.
2418;Pain Inverter;Hex Spell. For 6...10 seconds, every time target foe deals damage that foe takes 100...140% of the damage it causes (maximum 80 damage).
2420;Ebon Escape;Spell. Shadow Step to target other ally. You and that other ally are healed for 70...110 health.
2421;Weakness Trap;Trap. When Weakness Trap is triggered, all nearby foes are Weakened for 10...20 seconds and take 24...50 lightning damage. All Charr are knocked down. Weakness Trap ends after 90 seconds. While activating this skill, you are easily interrupted.
2422;Winds;Ebon Vanguard Ritual. Create a level 4...10 Spirit. All foes within its range have 15% chance to miss with ranged attacks. This spirit dies after 54...90 seconds.
2423;Dwarven Stability;Enchantment Spell. For 24...30 seconds, your stances last 55...100% longer. If you activated this skill while drunk, you cannot be knocked down.
2657;Call of Haste (PvP);Shout.  For 30 seconds, your animal companion has a 25% faster attack speed and moves 25% faster.
2683;Castigation Signet (Saul D'Alessio);Signet. Target foe takes 56...58...60 holy damage. If that foe was attacking, you gain 10...11...11 Energy.
2684;Unnatural Signet (Saul D'Alessio);Signet. Target foe takes 43...47 damage. If that foe is under the effects of a hex or enchantment, foes adjacent to your target take 26...29 damage.
2734;Mind Wrack (PvP);Hex Spell. For 5...33...40 seconds, whenever this foe is the target of one of your non-hex Mesmer skills, that foe loses 1 Energy. If the target foe's Energy drops to 0, Mind Wrack ends and that foe takes 15...83...100 damage.
2803;Mind Freeze (PvP);Elite Hex Spell. Target foe takes 10...34...40 cold damage. If you have more Energy than target foe, that foe suffers an additional 10...34...40 cold damage and moves 90% slower for 1...4...5 seconds.
2804;Mind Shock (PvP);Elite Spell. Target foe suffers 10...42...50 lightning damage. If you have more Energy than target foe, that foe suffers 10...42...50 more lightning damage and is knocked down. This spell has 25% armor penetration.
2805;Mist Form (PvP);Elite Enchantment Spell. For 10...38...45 seconds, you take 33% less damage from foes under the effects of Water Magic hexes.  Whenever you cast an elemental spell, all non-spirit allies in earshot are healed for 50...210...250% of the Energy cost of the spell. This spell does not heal allies above 80% Health.
2806;Ward Against Harm (PvP);Elite Ward Spell. Create a Ward Against Harm at this location. For 5...13...15 seconds, non-spirit allies in this area have +1...3...3 health regeneration, +12...22...24 armor, and an additional +12...22...24 armor against elemental damage. This spell is disabled for 30 seconds.
2807;Ride the Lightning (PvP);Elite Spell. You Ride the Lightning to target. All adjacent foes are Blinded for 1...4...5 second[s].  If your target is a foe, it is struck for 10...58...70 lightning damage. This spell has 25% armor penetration.
2808;Enraged Smash (PvP);Elite Hammer Attack. If Enraged Smash hits, you gain 1...3...4 strike[s] of adrenaline. If you hit a moving foe, you strike for +10...34...40 damage, and target foe is knocked down.
2809;Obsidian Flame (PvP);Spell. Deal 22...78...92 damage to target foe. This spell ignores armor.
2857;Aegis (PvP);Enchantment Spell. For 1...3...3 seconds, target other party member cannot be the target of hostile spells, and attacks against this party member fail.
2858;"Watch Yourself!" (PvP);Shout. Party members within earshot gain +5...21...25 armor for 10 seconds. This shout ends after 1...3...3 incoming attack[s].
2859;Enfeeble (PvP);Spell. Target suffers from Weakness for 10...26...30 seconds.
2860;Ether Renewal (PvP);Elite Enchantment Spell. For 7 seconds, each time you cast a spell, you gain 1...3...3 Energy and 5...17...20 Health for each enchantment on you.
2861;Penetrating Attack (PvP);Bow Attack. If Penetrating Attack hits, you strike for +3...9...10 damage and this attack has 10% armor penetration.
2862;Shadow Form (PvP);Elite Enchantment Spell. For 5...13...15 seconds, all hostile spells that target you fail and all attacks against you miss. When Shadow Form ends, lose all but 5...41...50 Health.
2863;Discord (PvP);Elite Spell. If target foe is suffering from a condition and under the effects of a hex or an enchantment, that foe suffers 30...94...110 damage.
2864;Sundering Attack (PvP);Bow Attack. If Sundering Attack hits, you strike for +3...9...10 damage and this attack has 10% armor penetration.
2866;Flesh of My Flesh (PvP);Spell. Lose half your Health. Resurrect target party member with your current Health and 5...17...20% Energy.
2867;Ancestors' Rage (PvP);Skill. For 3 seconds all foes adjacent to target ally are struck for 1...33...41 lightning damage each second.
2868;Splinter Weapon (PvP);Weapon Spell. For 20 seconds, target ally has a Splinter Weapon. Target ally's next 1...4...5 attack[s] deal 5...25...30 damage to up to 4 adjacent foes.
2869;Assassin's Remedy (PvP);Enchantment Spell. For 30 seconds, the next 1...8...10 attack skills you use remove one condition.
2871;Light of Deliverance (PvP);Elite Spell. All party members are healed for 5...57...70 Health. All your Smiting Prayers are disabled for 20 seconds.
2872;Death Pact Signet (PvP);Signet. Resurrect target party member with your current Health and 15...83...100% Energy. The next time that ally dies within 120 seconds, so do you.
2875;Harrier's Toss (PvP);Spear Attack. If this attack hits, you deal +5...17...20 damage. If this attack hits a moving foe, it deals an additional 5...25...30 damage.
2876;Defensive Anthem (PvP);Elite Chant. For 4...9...10 seconds, each party member within earshot has a 50% chance to block incoming attacks. This chant ends if that party member hits with an attack skill.
2877;Ballad of Restoration (PvP);Chant. For 10 seconds, the next time each party member within earshot takes damage, that party member gains 15...63...75 Health.
2878;Song of Restoration (PvP);Elite Chant. For 10 seconds, the next time each party member within earshot uses a skill, that party member gains 45...97...110 Health.
2879;"Incoming!" (PvP);Elite Shout. For 4...9...10 seconds, all allies within earshot move 33% faster, and gain 5...13...15 Health while moving.
2880;"Never Surrender!" (PvP);Shout. For 10 seconds, all party members within earshot and below 75% Health gain +1...4...5 Health regeneration.
2883;"For Great Justice!" (PvP);Shout. For 8 seconds, when you hit with an attack, you gain 1 additional strike of adrenaline.
2884;Mystic Regeneration (PvP);Enchantment Spell.  For 5...17...20 seconds, you have  +1...3...4 Health regeneration for each enchantment (maximum of 3) on you.
2885;Enfeebling Blood (PvP);Spell. Target foe and all nearby foes suffer from Weakness for 1...13...16 second[s].
2887;Signet of Judgment (PvP);Elite Signet. Target foe is knocked down. That foe and all adjacent foes take 5...41...50 holy damage. This signet has half the normal range.
2891;Unyielding Aura (PvP);Elite Enchantment Spell. Bring target dead party member back to life at full Health and full Energy. If you stop maintaining this enchantment or if this enchantment is removed, that party member dies and leaves an exploited corpse. Deaths while enchanted with Unyielding Aura do not incur a death penalty. (50% failure chance with Divine Favor 4 or less.)
2892;Spirit Bond (PvP);Enchantment Spell. For 8 seconds, whenever target ally takes more than 50 damage from the next 10 attacks or spells, that ally is healed for 30...78...90 Health.
2893;Weapon of Warding (PvP);Weapon Spell. For 3...7...8 seconds, target ally has a Weapon of Warding that grants target ally +2...4...4 Health regeneration and a 50% chance to block. Weapon of Warding ends if that ally attacks.
2895;Smiter's Boon (PvP);Enchantment Spell. For 5 seconds, your Smiting Prayers have double the Divine Favor bonus.
2925;Sloth Hunter's Shot (PvP);Bow Attack. If this attack hits, target foe takes +5...17...20 damage. If that foe is not using a skill, Sloth Hunter's Shot does an additional +5...13...15 damage.
